qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:466:3:40409,40409,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40409,Sirifila Boundy,ML040409,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40410,40410,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40410,Sokolo,ML040410,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40411,40411,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40411,Toridaga Ko,ML040411,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40412,40412,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:404,1603:45:16:466:3:40412,Yeredon Saniona,ML040412,Niono,ML0404,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40501,40501,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40501,Baramandougou,ML040501,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40502,40502,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40502,Dah,ML040502,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40503,40503,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40503,Diakourouna,ML040503,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40504,40504,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40504,Diéli,ML040504,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40505,40505,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40505,Djéguena,ML040505,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40506,40506,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40506,Fion,ML040506,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40507,40507,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40507,Kaniégue,ML040507,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40508,40508,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40508,Karaba,ML040508,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40509,40509,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40509,Kassorola,ML040509,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40510,40510,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40510,Kava,ML040510,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40511,40511,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40511,Moribila,ML040511,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40512,40512,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40512,N'goa,ML040512,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40513,40513,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40513,Niamana,ML040513,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40514,40514,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40514,Niasso,ML040514,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40515,40515,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40515,N'torosso,ML040515,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40516,40516,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40516,Ouolon,ML040516,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40517,40517,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40517,San,ML040517,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40518,40518,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40518,Siadougou,ML040518,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40519,40519,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40519,Somo,ML040519,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40520,40520,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40520,Sourountouna,ML040520,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40521,40521,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40521,Sy,ML040521,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40522,40522,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40522,Téné,ML040522,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40523,40523,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40523,Teneni,ML040523,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40524,40524,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40524,Tourakolomba,ML040524,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40525,40525,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:405,1603:45:16:466:3:40525,Waki,ML040525,San,ML0405,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40601,40601,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40601,Baguindabougou,ML040601,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40602,40602,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40602,Bellen,ML040602,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40603,40603,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40603,Boussin,ML040603,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40604,40604,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40604,Cinzana,ML040604,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40605,40605,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40605,Diédougou,ML040605,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40606,40606,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40606,Diganibougou,ML040606,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40607,40607,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40607,Dioro,ML040607,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40608,40608,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40608,Diouna,ML040608,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40609,40609,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40609,Dougabougou,ML040609,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40610,40610,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40610,Farako,ML040610,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40611,40611,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40611,Farakou Massa,ML040611,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40612,40612,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40612,Fatine,ML040612,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40613,40613,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40613,Kamiandougou,ML040613,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40614,40614,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40614,Katiéna,ML040614,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40615,40615,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40615,Konodimini,ML040615,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40616,40616,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40616,Markala,ML040616,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40617,40617,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40617,Massala,ML040617,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40618,40618,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40618,N'gara,ML040618,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40619,40619,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40619,N'koumandougou,ML040619,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40620,40620,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40620,Pelengana,ML040620,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40621,40621,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40621,Sakoiba,ML040621,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40622,40622,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40622,Sama Foulala,ML040622,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40623,40623,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40623,Saminé,ML040623,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40624,40624,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40624,Sansanding,ML040624,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40625,40625,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40625,Sébougou,ML040625,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40626,40626,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40626,Ségou,ML040626,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40627,40627,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40627,Sibila,ML040627,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40628,40628,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40628,Soignébougou,ML040628,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40629,40629,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40629,Souba,ML040629,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40630,40630,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:406,1603:45:16:466:3:40630,Togou,ML040630,Ségou,ML0406,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40701,40701,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40701,Benena,ML040701,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40702,40702,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40702,Diora,ML040702,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40703,40703,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40703,Fangasso,ML040703,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40704,40704,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40704,Koula,ML040704,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40705,40705,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40705,Lanfiala,ML040705,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40706,40706,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40706,Mafouné,ML040706,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40707,40707,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40707,Mandiakuy,ML040707,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40708,40708,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40708,Ouan,ML040708,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40709,40709,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40709,Sanékuy,ML040709,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40710,40710,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40710,Timissa,ML040710,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40711,40711,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40711,Tominian,ML040711,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:40712,40712,1603:45:16:466:0,1603:45:16:466:1:4,1603:45:16:466:2:407,1603:45:16:466:3:40712,Yasso,ML040712,Tominian,ML0407,Ségou,ML04,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50101,50101,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50101,Bandiagara,ML050101,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50102,50102,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50102,Bara Sara,ML050102,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50103,50103,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50103,Borko,ML050103,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50104,50104,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50104,Dandoli,ML050104,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50105,50105,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50105,Diamnati,ML050105,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50106,50106,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50106,Dogani Béré,ML050106,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50107,50107,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50107,Doucoumbo,ML050107,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50108,50108,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50108,Dourou,ML050108,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50109,50109,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50109,Kendé,ML050109,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50110,50110,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50110,Kendié,ML050110,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50111,50111,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50111,Lowol Guéou,ML050111,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50112,50112,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50112,Métoumou,ML050112,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50113,50113,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50113,Ondougou,ML050113,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50114,50114,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50114,Pélou,ML050114,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50115,50115,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50115,Pignari,ML050115,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50116,50116,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50116,Pignari Bana,ML050116,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50117,50117,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50117,Sangha,ML050117,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50118,50118,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50118,Ségué Iré,ML050118,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50119,50119,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50119,Soroly,ML050119,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50120,50120,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50120,Timiri,ML050120,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50121,50121,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:501,1603:45:16:466:3:50121,Wadouba,ML050121,Bandiagara,ML0501,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50201,50201,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50201,Bankass,ML050201,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50202,50202,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50202,Baye,ML050202,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50203,50203,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50203,Diallassagou,ML050203,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50204,50204,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50204,Dimbal Habé,ML050204,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50205,50205,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50205,Kani Bozon,ML050205,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50206,50206,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50206,Koulogon Habé,ML050206,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50207,50207,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50207,Lessagou Habé,ML050207,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50208,50208,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50208,Ouonkoro,ML050208,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50209,50209,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50209,Ségué,ML050209,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50210,50210,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50210,Sokoura,ML050210,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50211,50211,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50211,Soubala,ML050211,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50212,50212,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:502,1603:45:16:466:3:50212,Tori,ML050212,Bankass,ML0502,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50301,50301,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:503,1603:45:16:466:3:50301,Dandougou Fakala,ML050301,Djenné,ML0503,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50302,50302,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:503,1603:45:16:466:3:50302,Derrary,ML050302,Djenné,ML0503,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50303,50303,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:503,1603:45:16:466:3:50303,Djenné,ML050303,Djenné,ML0503,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50304,50304,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:503,1603:45:16:466:3:50304,Fakala,ML050304,Djenné,ML0503,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50305,50305,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:503,1603:45:16:466:3:50305,Femaye,ML050305,Djenné,ML0503,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50306,50306,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:503,1603:45:16:466:3:50306,Kéwa,ML050306,Djenné,ML0503,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:50307,50307,1603:45:16:466:0,1603:45:16:466:1:5,1603:45:16:466:2:503,1603:45:16:466:3:50307,Madiama,ML050307,Djenné,ML0503,Mopti,ML05,Mali (le),ML,2015-06-01,2021-12-23,
