qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,qcc-Zxxx-r-sU2200-s5003-snop,fra-Latn-r-pSKOS-pprefLabel-ps5003,qcc-Zxxx-r-pWDATA-pq7200235-ps5003-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,fra-Latn-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:466:3:10606,10606,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10606,Gogui,ML010606,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10607,10607,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10607,Guétéma,ML010607,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10608,10608,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10608,Kadiaba Kadiel,ML010608,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10609,10609,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10609,Koréra Koré,ML010609,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10610,10610,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10610,Nioro,ML010610,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10611,10611,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10611,Nioro Tougouné Rangaba,ML010611,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10612,10612,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10612,Sandaré,ML010612,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10613,10613,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10613,Simbi,ML010613,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10614,10614,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10614,Troungoumbé,ML010614,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10615,10615,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10615,Yéréré,ML010615,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10616,10616,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:106,1603:45:16:466:3:10616,Youri,ML010616,Nioro,ML0106,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10701,10701,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10701,Diafounou Diongaga,ML010701,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10702,10702,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10702,Diafounou Gory,ML010702,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10703,10703,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10703,Fanga,ML010703,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10704,10704,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10704,Gory,ML010704,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10705,10705,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10705,Guidime,ML010705,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10706,10706,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10706,Kirané Kaniaga,ML010706,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10707,10707,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10707,Konsiga,ML010707,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10708,10708,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10708,Kremis,ML010708,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10709,10709,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10709,Marekaffo,ML010709,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10710,10710,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10710,Soumpou,ML010710,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10711,10711,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10711,Toya,ML010711,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:10712,10712,1603:45:16:466:0,1603:45:16:466:1:1,1603:45:16:466:2:107,1603:45:16:466:3:10712,Tringa,ML010712,Yélimané,ML0107,Kayes,ML01,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20101,20101,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20101,Banamba,ML020101,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20102,20102,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20102,Ben Kadi,ML020102,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20103,20103,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20103,Boron,ML020103,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20104,20104,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20104,Duguwolowula,ML020104,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20105,20105,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20105,Kiban,ML020105,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20106,20106,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20106,Madina Sacko,ML020106,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20107,20107,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20107,Sebete,ML020107,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20108,20108,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20108,Toubacoro,ML020108,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20109,20109,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:201,1603:45:16:466:3:20109,Toukoroba,ML020109,Banamba,ML0201,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20201,20201,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20201,Banco,ML020201,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20202,20202,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20202,Benkadi,ML020202,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20203,20203,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20203,Binko,ML020203,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20204,20204,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20204,Dégnékoro,ML020204,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20205,20205,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20205,Dièbè,ML020205,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20206,20206,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20206,Diedougou,ML020206,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20207,20207,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20207,Diouman,ML020207,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20208,20208,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20208,Dolendougou,ML020208,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20209,20209,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20209,Guégnéka,ML020209,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20210,20210,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20210,Jékafo,ML020210,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20211,20211,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20211,Kaladougou,ML020211,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20212,20212,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20212,Kémékafo,ML020212,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20213,20213,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20213,Kerela,ML020213,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20214,20214,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20214,Kilidougou,ML020214,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20215,20215,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20215,Massigui,ML020215,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20216,20216,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20216,Nangola,ML020216,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20217,20217,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20217,N'dlondougou,ML020217,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20218,20218,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20218,N'garadougou,ML020218,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20219,20219,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20219,N'golobougou,ML020219,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20220,20220,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20220,Niantjila,ML020220,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20221,20221,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20221,Ténindougou,ML020221,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20222,20222,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20222,Wacoro,ML020222,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20223,20223,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:202,1603:45:16:466:3:20223,Zan Coulibaly,ML020223,Dioila,ML0202,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20301,20301,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20301,Balan Bakama,ML020301,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20302,20302,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20302,Benkadi,ML020302,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20303,20303,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20303,Kaniogo,ML020303,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20304,20304,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20304,Karan,ML020304,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20305,20305,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20305,Maramandougou,ML020305,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20306,20306,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20306,Minidian,ML020306,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20307,20307,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20307,Narena,ML020307,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20308,20308,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20308,Nouga,ML020308,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20309,20309,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:203,1603:45:16:466:3:20309,Séléfougou,ML020309,Kangaba,ML0203,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20401,20401,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20401,Baguinéda Camp,ML020401,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20402,20402,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20402,Bancoumana,ML020402,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20403,20403,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20403,Bossofala,ML020403,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20404,20404,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20404,Bougoula,ML020404,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20405,20405,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20405,Daban,ML020405,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20406,20406,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20406,Diago,ML020406,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20407,20407,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20407,Dialakoroba,ML020407,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20408,20408,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20408,Dialakorodji,ML020408,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20409,20409,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20409,Diébougou,ML020409,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20410,20410,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20410,Dio Gare,ML020410,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20411,20411,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20411,Dogodouman,ML020411,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20412,20412,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20412,Dombila,ML020412,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20413,20413,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20413,Doubabougou,ML020413,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20414,20414,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20414,Faraba,ML020414,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20415,20415,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20415,Kalabancoro,ML020415,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20416,20416,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20416,Kalifabougou,ML020416,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20417,20417,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20417,Kambila,ML020417,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20418,20418,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20418,Kati,ML020418,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20419,20419,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20419,Kourouba,ML020419,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20420,20420,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20420,Mandé,ML020420,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20421,20421,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20421,Moribabougou,ML020421,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20422,20422,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20422,Mountougoula,ML020422,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20423,20423,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20423,N'gabacoro Droit,ML020423,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20424,20424,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20424,N'gouraba,ML020424,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20425,20425,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20425,Niagadina,ML020425,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20426,20426,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20426,Nioumakana,ML020426,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20427,20427,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20427,N'tjiba,ML020427,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20428,20428,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20428,Ouélessébougou,ML020428,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20429,20429,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20429,Safo,ML020429,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20430,20430,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20430,Sanankoro Djitoumou,ML020430,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20431,20431,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20431,Sanankoroba,ML020431,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20432,20432,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20432,Sangarébougou,ML020432,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20433,20433,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20433,Siby,ML020433,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20434,20434,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20434,Sobra,ML020434,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20435,20435,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20435,Tiakadougou Dialakoro,ML020435,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20436,20436,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20436,Tiélé,ML020436,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20437,20437,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:204,1603:45:16:466:3:20437,Yélékedougou,ML020437,Kati,ML0204,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20501,20501,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20501,Didiéni,ML020501,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20502,20502,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20502,Guihoyo,ML020502,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20503,20503,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20503,Kolokani,ML020503,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20504,20504,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20504,Massantola,ML020504,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20505,20505,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20505,Nonkon,ML020505,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20506,20506,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20506,Nossombougou,ML020506,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
1603:45:16:466:3:20507,20507,1603:45:16:466:0,1603:45:16:466:1:2,1603:45:16:466:2:205,1603:45:16:466:3:20507,Ouolodo,ML020507,Kolokani,ML0205,Koulikoro,ML02,Mali (le),ML,2015-06-01,2021-12-23,
